age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
24.0,3,104146.0,9,13.0,4,9,1,1,1,0.0,0.0,40.0,38,0
31.0,1,50442.0,15,10.0,4,0,1,0,0,0.0,0.0,25.0,38,0
35.0,3,57640.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,38,0
37.0,1,333664.0,15,10.0,5,0,1,4,0,0.0,0.0,40.0,38,0
29.0,3,224858.0,15,10.0,2,9,0,4,1,0.0,0.0,45.0,38,0
56.0,3,290641.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
60.0,3,191118.0,11,9.0,2,9,0,4,1,0.0,1848.0,40.0,38,1
25.0,3,34402.0,9,13.0,4,3,1,4,1,0.0,1590.0,60.0,38,0
33.0,3,245378.0,0,6.0,2,6,0,4,1,0.0,0.0,40.0,38,0
44.0,3,179136.0,11,9.0,4,11,1,4,0,0.0,0.0,40.0,38,0
21.0,3,116788.0,11,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
21.0,3,129699.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
46.0,0,39606.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,8,1
44.0,4,95150.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,38,1
63.0,3,102479.0,9,13.0,0,3,1,4,0,0.0,0.0,40.0,38,0
44.0,3,199191.0,11,9.0,2,0,0,4,0,0.0,0.0,30.0,38,0
31.0,3,229636.0,15,10.0,2,2,0,4,1,0.0,0.0,45.0,25,0
26.0,3,53833.0,15,10.0,2,3,0,4,1,0.0,0.0,42.0,38,0
37.0,4,27997.0,11,9.0,4,13,1,4,1,0.0,0.0,50.0,38,0
60.0,3,124487.0,15,10.0,0,9,1,4,0,0.0,0.0,40.0,38,1
33.0,3,111363.0,9,13.0,2,2,0,4,1,0.0,0.0,45.0,38,0
38.0,3,107630.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
26.0,3,134287.0,8,11.0,4,11,1,4,0,0.0,0.0,35.0,38,0
46.0,4,283004.0,8,11.0,0,3,1,1,0,0.0,0.0,63.0,36,0
24.0,3,33616.0,11,9.0,4,7,1,4,0,0.0,0.0,35.0,38,0
47.0,1,121124.0,12,14.0,2,9,0,4,1,0.0,0.0,35.0,38,1
27.0,3,188189.0,15,10.0,4,12,1,4,0,0.0,0.0,30.0,38,0
46.0,3,106255.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
47.0,0,282830.0,7,12.0,2,0,0,2,1,0.0,0.0,40.0,38,1
47.0,3,243904.0,11,9.0,0,0,1,4,1,0.0,0.0,40.0,15,0
69.0,3,165017.0,11,9.0,6,6,1,4,1,2538.0,0.0,40.0,38,0
32.0,3,131584.0,11,9.0,2,11,0,4,1,7298.0,0.0,40.0,38,1
51.0,3,427781.0,11,9.0,2,13,0,2,1,0.0,0.0,40.0,38,0
36.0,3,334291.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1
50.0,1,173224.0,12,14.0,2,9,0,4,0,0.0,0.0,40.0,38,0
29.0,3,87507.0,10,16.0,2,9,0,1,1,0.0,0.0,60.0,18,0
32.0,3,187560.0,14,15.0,2,9,0,4,1,3908.0,0.0,40.0,38,0
27.0,3,204497.0,0,6.0,0,13,1,0,1,0.0,0.0,75.0,38,0
60.0,3,230545.0,5,4.0,0,0,1,4,0,0.0,0.0,35.0,4,0
31.0,3,118161.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
46.0,3,150499.0,7,12.0,2,2,0,4,1,0.0,0.0,40.0,38,0
40.0,1,96554.0,11,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
39.0,3,288551.0,15,10.0,2,2,0,2,1,0.0,0.0,52.0,38,1
69.0,5,104003.0,5,4.0,2,11,0,4,1,0.0,0.0,55.0,38,0
54.0,4,124963.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
56.0,3,198388.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
47.0,0,126204.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,0
25.0,3,91709.0,7,12.0,4,12,1,4,0,0.0,0.0,45.0,38,0
34.0,5,152109.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
24.0,5,191954.0,5,4.0,4,4,1,4,1,0.0,0.0,50.0,38,0
63.0,3,108097.0,15,10.0,2,2,0,4,1,10566.0,0.0,45.0,38,0
29.0,1,289991.0,12,14.0,2,9,0,4,1,0.0,0.0,50.0,38,0
64.0,3,92115.0,15,10.0,2,0,0,4,1,0.0,0.0,40.0,38,0
44.0,3,320277.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,38,0
26.0,3,33610.0,11,9.0,4,2,1,4,1,0.0,0.0,60.0,38,0
36.0,3,168276.0,0,6.0,0,7,1,4,0,0.0,0.0,40.0,38,0
55.0,6,175127.0,9,13.0,2,0,0,4,1,7688.0,0.0,38.0,38,1
37.0,3,254973.0,11,9.0,2,5,0,4,0,0.0,0.0,40.0,38,1
37.0,3,95336.0,0,6.0,4,6,1,4,1,0.0,0.0,65.0,38,0
63.0,3,346975.0,9,13.0,2,9,0,4,0,7688.0,0.0,36.0,38,1
33.0,3,227282.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
19.0,3,138153.0,15,10.0,4,0,1,4,0,0.0,0.0,10.0,38,0
57.0,1,174132.0,12,14.0,2,9,0,2,0,0.0,1977.0,40.0,38,1
31.0,3,182237.0,7,12.0,2,11,0,4,1,4386.0,0.0,45.0,38,1
20.0,3,111252.0,15,10.0,4,9,1,4,0,0.0,0.0,30.0,38,0
58.0,1,217775.0,11,9.0,2,3,0,4,1,7298.0,0.0,40.0,38,1
20.0,3,168863.0,15,10.0,4,9,1,4,0,0.0,0.0,20.0,38,0
25.0,3,394503.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,0
40.0,3,141657.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
18.0,3,125441.0,1,7.0,4,7,1,4,1,1055.0,0.0,20.0,38,0
26.0,3,172230.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
29.0,3,282944.0,10,16.0,2,9,0,4,1,0.0,0.0,50.0,38,1
45.0,1,55377.0,9,13.0,2,9,0,2,1,0.0,0.0,40.0,38,0
35.0,6,49352.0,15,10.0,4,0,1,4,0,0.0,0.0,38.0,38,0
32.0,3,213887.0,15,10.0,0,6,1,4,1,0.0,0.0,45.0,38,0
61.0,5,24046.0,11,9.0,6,7,1,4,0,0.0,0.0,40.0,38,0
26.0,6,208122.0,9,13.0,4,9,1,4,1,0.0,0.0,15.0,38,0
56.0,3,176118.0,11,9.0,2,2,0,4,1,3103.0,0.0,40.0,38,1
22.0,3,227994.0,15,10.0,3,0,1,1,0,0.0,0.0,39.0,38,0
49.0,3,215389.0,9,13.0,2,6,0,2,1,0.0,0.0,48.0,38,0
40.0,3,99434.0,11,9.0,2,7,0,4,0,0.0,0.0,12.0,38,0
37.0,3,190964.0,11,9.0,5,3,1,4,1,0.0,0.0,40.0,38,0
23.0,3,113700.0,9,13.0,4,9,1,4,1,0.0,0.0,50.0,38,0
28.0,3,259840.0,9,13.0,2,11,0,4,1,0.0,0.0,60.0,38,1
27.0,3,168827.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
34.0,4,28984.0,8,11.0,0,11,1,4,0,0.0,0.0,40.0,38,0
49.0,3,182211.0,6,5.0,2,5,0,4,1,0.0,0.0,45.0,38,0
41.0,3,82393.0,15,10.0,4,2,1,1,1,0.0,0.0,40.0,38,0
28.0,3,183639.0,9,13.0,4,0,1,4,1,0.0,0.0,21.0,38,0
38.0,3,342448.0,15,10.0,2,3,0,4,1,0.0,0.0,55.0,38,1
47.0,6,469907.0,7,12.0,2,10,0,4,1,0.0,1740.0,40.0,38,0
28.0,1,211920.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,0
44.0,6,33658.0,12,14.0,2,9,0,4,1,7688.0,0.0,50.0,38,1
41.0,0,34178.0,9,13.0,0,9,1,4,1,0.0,0.0,40.0,38,0
50.0,3,400630.0,14,15.0,2,9,0,4,1,0.0,0.0,36.0,38,1
73.0,5,161251.0,11,9.0,6,2,1,4,1,0.0,0.0,24.0,38,0
21.0,3,255685.0,15,10.0,4,7,1,2,1,0.0,0.0,40.0,27,0
38.0,3,199256.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
64.0,3,143716.0,12,14.0,2,9,0,4,1,0.0,0.0,2.0,38,0
47.0,3,221666.0,15,10.0,0,12,1,4,0,0.0,0.0,40.0,38,0
52.0,3,145409.0,15,10.0,2,13,0,4,1,15024.0,0.0,60.0,1,1
24.0,3,39615.0,9,13.0,4,11,1,4,1,0.0,0.0,45.0,38,0
44.0,3,104440.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
27.0,3,151382.0,5,4.0,0,6,1,4,1,0.0,974.0,40.0,38,0
61.0,5,503675.0,15,10.0,2,11,0,2,1,0.0,0.0,60.0,38,1
58.0,3,306233.0,9,13.0,2,11,0,4,1,15024.0,0.0,40.0,38,1
51.0,3,216475.0,9,13.0,4,11,1,4,0,0.0,1564.0,43.0,38,1
49.0,3,50748.0,15,10.0,0,11,1,4,0,0.0,0.0,55.0,8,0
23.0,3,107190.0,15,10.0,4,0,1,2,1,0.0,0.0,20.0,38,0
19.0,3,206874.0,8,11.0,4,0,1,2,0,0.0,0.0,40.0,38,0
21.0,3,83141.0,11,9.0,4,4,1,4,1,0.0,0.0,53.0,38,0
56.0,3,444089.0,1,7.0,0,11,1,4,0,0.0,0.0,40.0,38,0
35.0,3,141896.0,2,8.0,2,2,0,4,1,0.0,0.0,40.0,38,0
37.0,0,33487.0,15,10.0,0,12,1,0,0,0.0,0.0,20.0,38,0
41.0,3,65372.0,10,16.0,0,11,1,4,0,0.0,0.0,50.0,38,1
30.0,3,341346.0,1,7.0,2,11,0,4,1,0.0,0.0,40.0,38,0
35.0,3,343403.0,10,16.0,2,12,0,4,0,0.0,0.0,20.0,38,0
47.0,3,287480.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
59.0,4,107287.0,0,6.0,6,3,1,4,0,0.0,2559.0,50.0,38,1
55.0,3,199067.0,1,7.0,2,6,0,4,1,0.0,0.0,32.0,38,0
22.0,3,182771.0,8,11.0,4,9,1,1,1,0.0,0.0,20.0,38,0
31.0,3,159737.0,0,6.0,4,0,1,2,0,0.0,0.0,40.0,38,0
30.0,3,110643.0,12,14.0,2,0,0,4,1,4386.0,0.0,40.0,38,1
24.0,3,117583.0,9,13.0,4,3,1,4,1,0.0,0.0,48.0,38,0
49.0,5,43479.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
23.0,3,203003.0,5,4.0,4,2,1,4,1,0.0,0.0,25.0,10,0
50.0,3,133963.0,11,9.0,0,0,1,4,0,0.0,0.0,35.0,38,0
38.0,3,227794.0,9,13.0,4,0,1,2,1,0.0,0.0,40.0,38,0
20.0,5,112137.0,15,10.0,4,9,1,1,0,0.0,0.0,20.0,34,0
49.0,5,110457.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,1
45.0,3,281565.0,11,9.0,6,7,1,1,0,0.0,0.0,50.0,34,0
46.0,0,297906.0,9,13.0,2,9,0,1,1,0.0,0.0,50.0,38,1
19.0,3,151506.0,11,9.0,4,7,1,4,0,0.0,0.0,30.0,38,0
31.0,0,139455.0,9,13.0,4,3,1,4,0,0.0,0.0,40.0,4,0
38.0,3,26987.0,11,9.0,0,7,1,4,0,0.0,0.0,40.0,38,0
56.0,5,233312.0,12,14.0,2,2,0,4,1,0.0,0.0,50.0,38,1
24.0,3,161092.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
58.0,1,98361.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,38,0
28.0,3,188928.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
22.0,3,164922.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
46.0,3,185673.0,11,9.0,0,13,1,4,1,0.0,0.0,40.0,38,0
30.0,3,193598.0,13,1.0,4,4,1,4,1,0.0,0.0,40.0,25,0
56.0,3,274111.0,9,13.0,2,0,0,4,1,0.0,0.0,45.0,38,1
32.0,3,245482.0,11,9.0,2,6,0,1,1,0.0,0.0,40.0,38,0
56.0,3,160932.0,11,9.0,2,13,0,4,1,0.0,0.0,44.0,38,1
50.0,3,44368.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
28.0,3,291374.0,11,9.0,5,9,1,2,0,0.0,0.0,30.0,38,0
30.0,3,280927.0,9,13.0,4,0,1,4,0,0.0,0.0,40.0,38,0
24.0,3,222993.0,11,9.0,4,6,1,4,1,0.0,0.0,40.0,38,0
42.0,0,25240.0,8,11.0,0,9,1,0,0,0.0,0.0,40.0,38,0
31.0,5,204052.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
18.0,3,74054.0,1,7.0,4,11,1,3,0,0.0,0.0,20.0,38,0
46.0,3,169042.0,0,6.0,4,7,1,4,0,0.0,0.0,25.0,6,0
31.0,3,104509.0,9,13.0,4,11,1,4,0,0.0,0.0,65.0,38,1
38.0,1,185394.0,9,13.0,2,9,0,4,0,7688.0,0.0,40.0,38,1
44.0,1,254146.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
55.0,4,227856.0,9,13.0,2,3,0,4,1,0.0,2415.0,50.0,38,1
19.0,3,183041.0,11,9.0,4,7,1,4,1,0.0,0.0,20.0,38,0
45.0,3,107682.0,12,14.0,0,3,1,4,0,0.0,0.0,40.0,38,1
50.0,4,287598.0,15,10.0,2,2,0,4,1,0.0,0.0,70.0,38,0
53.0,3,182186.0,6,5.0,2,7,0,4,1,0.0,0.0,40.0,5,0
41.0,4,194636.0,9,13.0,2,11,0,4,1,99999.0,0.0,65.0,38,1
45.0,3,112305.0,15,10.0,0,7,1,2,0,0.0,0.0,40.0,38,0
21.0,3,212661.0,0,6.0,4,0,1,4,0,0.0,0.0,39.0,38,0
37.0,3,32709.0,9,13.0,2,12,0,4,0,0.0,0.0,40.0,38,1
42.0,0,46366.0,11,9.0,5,0,1,2,0,0.0,0.0,40.0,38,0
37.0,5,24106.0,11,9.0,2,12,0,4,1,0.0,0.0,30.0,38,0
46.0,3,170850.0,9,13.0,0,6,1,4,1,0.0,1590.0,40.0,38,0
45.0,5,40666.0,8,11.0,2,4,0,4,1,0.0,0.0,60.0,38,0
32.0,3,182975.0,15,10.0,4,12,1,4,0,0.0,0.0,20.0,38,0
30.0,3,345122.0,14,15.0,2,9,0,4,1,0.0,0.0,50.0,38,0
57.0,3,208311.0,9,13.0,2,9,0,4,1,0.0,0.0,80.0,38,1
37.0,3,120045.0,11,9.0,0,6,1,4,0,0.0,0.0,56.0,38,0
18.0,3,201299.0,15,10.0,4,9,1,4,0,0.0,0.0,40.0,38,0
32.0,3,152940.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,1
43.0,3,243580.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
46.0,3,182128.0,12,14.0,0,9,1,4,0,6497.0,0.0,50.0,38,0
36.0,3,176458.0,11,9.0,0,9,1,4,0,0.0,0.0,28.0,38,0
33.0,3,101562.0,12,14.0,4,3,1,4,0,0.0,0.0,40.0,38,0
48.0,3,108699.0,11,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
34.0,3,175878.0,11,9.0,2,11,0,4,0,0.0,0.0,40.0,38,0
34.0,1,177675.0,15,10.0,4,10,1,4,1,0.0,0.0,50.0,38,1
33.0,3,213887.0,11,9.0,0,4,1,4,1,0.0,0.0,40.0,38,0
36.0,3,357619.0,9,13.0,2,3,0,4,0,0.0,0.0,60.0,10,0
23.0,3,435835.0,11,9.0,4,11,1,4,1,0.0,1669.0,55.0,38,0
39.0,3,165799.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0
22.0,3,71469.0,7,12.0,4,11,1,4,0,0.0,0.0,25.0,38,0
19.0,3,229745.0,11,9.0,4,4,1,4,1,0.0,0.0,20.0,38,0
47.0,3,284916.0,11,9.0,2,11,0,4,1,7298.0,0.0,45.0,38,1
46.0,3,28419.0,8,11.0,4,13,1,4,1,0.0,0.0,50.0,38,0
47.0,3,26950.0,12,14.0,0,11,1,4,0,0.0,0.0,6.0,38,0
47.0,5,107231.0,10,16.0,2,9,0,4,1,0.0,0.0,35.0,38,1
52.0,1,512103.0,15,10.0,0,13,1,4,0,0.0,0.0,40.0,38,0
38.0,5,245090.0,6,5.0,2,2,0,4,1,0.0,0.0,40.0,25,0
58.0,3,314153.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1
32.0,3,243988.0,4,3.0,2,7,0,4,1,0.0,0.0,40.0,25,0
54.0,5,82551.0,8,11.0,2,12,1,4,0,0.0,0.0,10.0,38,0
20.0,3,42706.0,15,10.0,4,0,1,4,1,0.0,0.0,25.0,38,0
25.0,3,235795.0,7,12.0,4,11,1,4,1,0.0,0.0,48.0,38,0
25.0,5,108001.0,6,5.0,4,2,1,4,1,0.0,0.0,15.0,38,0
36.0,6,112497.0,9,13.0,0,9,1,4,1,0.0,1876.0,44.0,38,0
69.0,5,128206.0,11,9.0,2,12,0,4,1,0.0,0.0,30.0,38,0
28.0,3,224634.0,9,13.0,2,9,0,4,0,0.0,0.0,45.0,38,1
20.0,3,362999.0,15,10.0,4,0,1,4,0,0.0,0.0,20.0,38,0
21.0,3,346693.0,5,4.0,4,4,1,4,1,0.0,0.0,40.0,38,0
37.0,3,175759.0,9,13.0,2,12,0,4,1,0.0,0.0,40.0,38,1
21.0,3,99199.0,11,9.0,4,6,1,4,1,0.0,0.0,32.0,38,0
25.0,3,219987.0,7,12.0,2,9,0,4,1,0.0,0.0,13.0,38,0
39.0,3,143445.0,11,9.0,2,7,1,2,0,0.0,0.0,40.0,38,0
34.0,3,118710.0,8,11.0,2,7,0,4,1,0.0,0.0,40.0,38,1
33.0,1,224185.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
47.0,3,118972.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,1
29.0,3,165360.0,8,11.0,4,0,1,4,0,0.0,0.0,40.0,38,0
48.0,3,38950.0,11,9.0,2,12,0,4,1,0.0,0.0,89.0,38,0
42.0,4,277256.0,10,16.0,2,9,0,4,1,0.0,1977.0,60.0,38,1
29.0,3,247151.0,1,7.0,0,6,1,4,0,0.0,0.0,40.0,38,0
34.0,3,213722.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,38,0
20.0,3,209955.0,15,10.0,4,7,1,4,1,0.0,0.0,25.0,38,0
41.0,3,174395.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
45.0,3,138626.0,15,10.0,0,3,1,4,1,0.0,1876.0,50.0,38,0
22.0,3,179973.0,8,11.0,4,9,1,4,1,0.0,0.0,40.0,38,0
23.0,3,200207.0,11,9.0,0,5,1,4,1,0.0,0.0,44.0,38,0
19.0,3,156587.0,15,10.0,4,0,1,4,0,0.0,0.0,38.0,38,0
24.0,3,33016.0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0
20.0,3,197496.0,15,10.0,4,11,1,4,1,0.0,0.0,30.0,38,0
32.0,3,153588.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0
52.0,3,99736.0,12,14.0,0,9,1,4,1,15020.0,0.0,50.0,38,1
36.0,3,284166.0,11,9.0,4,11,1,4,1,0.0,0.0,60.0,38,1
18.0,3,716066.0,0,6.0,4,6,1,4,1,0.0,0.0,30.0,38,0
27.0,3,188519.0,11,9.0,0,11,1,4,0,0.0,0.0,40.0,38,0
26.0,3,109080.0,15,10.0,2,11,0,4,1,0.0,0.0,60.0,38,0
52.0,3,174421.0,7,12.0,0,9,1,4,0,0.0,0.0,32.0,38,0
24.0,3,259351.0,15,10.0,4,2,1,0,1,0.0,0.0,40.0,25,0
42.0,0,284403.0,11,9.0,0,0,1,2,1,0.0,0.0,40.0,38,0
39.0,3,85319.0,14,15.0,2,9,0,4,0,7688.0,0.0,60.0,38,1
20.0,3,201766.0,15,10.0,4,9,1,4,0,0.0,0.0,35.0,38,0
20.0,6,340475.0,15,10.0,4,0,1,4,0,0.0,0.0,10.0,38,0
39.0,3,487486.0,11,9.0,6,5,1,4,1,0.0,0.0,40.0,38,0
68.0,3,484298.0,1,7.0,2,9,0,4,1,0.0,0.0,30.0,38,0
35.0,3,170617.0,11,9.0,4,6,1,2,0,0.0,0.0,48.0,38,0
54.0,3,94055.0,9,13.0,2,7,0,4,1,0.0,0.0,40.0,38,0
24.0,3,117779.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
24.0,3,209770.0,9,13.0,4,9,1,4,0,0.0,0.0,8.0,38,0
20.0,3,317443.0,15,10.0,4,0,1,2,0,0.0,0.0,15.0,38,0
64.0,3,140237.0,13,1.0,2,9,0,4,1,0.0,0.0,40.0,38,0
28.0,3,107411.0,9,13.0,4,9,1,4,0,0.0,0.0,35.0,38,0
36.0,5,122493.0,11,9.0,2,2,0,4,1,0.0,0.0,47.0,38,0
44.0,4,195124.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
38.0,3,101978.0,15,10.0,5,6,1,4,1,0.0,2258.0,55.0,38,1
22.0,3,335453.0,11,9.0,4,0,1,4,0,0.0,0.0,60.0,38,0
56.0,3,318329.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
24.0,3,100321.0,9,13.0,2,9,0,4,1,0.0,0.0,45.0,38,0
24.0,5,81145.0,15,10.0,4,7,1,4,0,0.0,0.0,75.0,38,0
22.0,3,62865.0,7,12.0,4,0,1,4,0,0.0,0.0,40.0,38,0
21.0,3,176262.0,15,10.0,4,3,1,4,0,0.0,0.0,30.0,38,0
42.0,3,168103.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
41.0,1,208174.0,12,14.0,0,9,1,4,0,0.0,0.0,55.0,38,0
19.0,3,188815.0,11,9.0,4,7,1,4,0,34095.0,0.0,20.0,38,0
67.0,5,226092.0,15,10.0,2,4,0,4,1,0.0,0.0,44.0,38,0
20.0,3,212668.0,15,10.0,4,11,1,4,0,0.0,0.0,30.0,38,0
32.0,3,381583.0,11,9.0,2,2,0,3,1,0.0,0.0,40.0,38,0
46.0,3,239439.0,11,9.0,5,6,1,2,0,0.0,0.0,40.0,38,0
52.0,3,172493.0,11,9.0,4,11,1,4,0,0.0,0.0,36.0,38,0
44.0,3,239876.0,9,13.0,0,9,1,2,1,0.0,0.0,40.0,38,0
65.0,3,221881.0,1,7.0,2,9,0,4,1,0.0,0.0,40.0,25,0
37.0,1,218184.0,9,13.0,2,9,0,4,1,0.0,1887.0,40.0,38,1
27.0,5,206889.0,15,10.0,2,4,0,4,1,0.0,0.0,50.0,38,0
35.0,3,110668.0,11,9.0,2,6,0,2,0,0.0,0.0,35.0,38,0
30.0,3,211028.0,11,9.0,4,0,1,4,0,0.0,0.0,45.0,38,0
64.0,1,202984.0,11,9.0,2,2,0,4,1,3137.0,0.0,40.0,38,0
48.0,3,20296.0,11,9.0,0,0,1,4,0,0.0,0.0,37.0,38,1
35.0,3,194690.0,5,4.0,0,12,1,4,0,0.0,0.0,40.0,38,0
28.0,5,204984.0,9,13.0,4,12,1,4,1,0.0,0.0,45.0,38,0
63.0,5,35021.0,9,13.0,2,9,0,1,1,0.0,1977.0,32.0,2,1
40.0,5,238574.0,14,15.0,2,9,0,4,1,0.0,0.0,55.0,38,1
33.0,3,345360.0,15,10.0,4,11,1,4,1,0.0,0.0,40.0,38,0
40.0,3,192381.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,1
25.0,3,479765.0,5,4.0,4,11,1,4,1,0.0,0.0,45.0,12,0
45.0,4,34091.0,9,13.0,2,3,0,4,1,0.0,0.0,38.0,38,1
30.0,3,151773.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,38,1
53.0,3,299080.0,15,10.0,4,0,1,2,0,0.0,0.0,40.0,38,0
63.0,3,135339.0,11,9.0,2,0,0,1,1,2105.0,0.0,40.0,39,0
27.0,1,52156.0,15,10.0,2,10,0,4,1,0.0,0.0,60.0,38,0
31.0,3,318647.0,1,7.0,4,2,1,4,1,0.0,0.0,40.0,38,0
33.0,3,80145.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
39.0,6,343646.0,9,13.0,0,10,1,4,1,0.0,0.0,40.0,25,1
42.0,5,198692.0,15,10.0,2,2,0,4,1,0.0,0.0,45.0,38,1
19.0,3,266635.0,11,9.0,4,7,1,2,1,0.0,0.0,30.0,38,0
31.0,3,197672.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0
53.0,3,185846.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
47.0,5,315110.0,15,10.0,2,9,0,4,1,0.0,0.0,20.0,38,0
27.0,3,220754.0,10,16.0,4,0,1,4,0,0.0,0.0,40.0,38,0
22.0,3,64292.0,11,9.0,4,12,1,4,0,0.0,0.0,40.0,38,0
29.0,3,126060.0,11,9.0,2,11,0,4,0,0.0,0.0,40.0,38,1
52.0,3,78012.0,11,9.0,6,11,1,4,0,0.0,1762.0,40.0,38,0
32.0,3,210562.0,8,11.0,0,2,1,4,1,0.0,0.0,46.0,38,0
23.0,3,350181.0,11,9.0,4,11,1,4,1,0.0,0.0,40.0,38,0
27.0,3,233421.0,15,10.0,4,0,1,4,1,0.0,0.0,20.0,38,0
53.0,3,167170.0,11,9.0,6,6,1,2,0,0.0,0.0,40.0,38,0
18.0,3,260801.0,11,9.0,4,5,1,4,1,0.0,0.0,20.0,38,0
41.0,3,173370.0,9,13.0,5,11,1,4,0,0.0,0.0,30.0,38,0
27.0,3,135520.0,11,9.0,2,6,0,4,0,0.0,0.0,40.0,5,0
30.0,3,121308.0,15,10.0,0,11,1,4,1,0.0,0.0,40.0,38,0
41.0,3,444743.0,11,9.0,0,12,1,4,0,0.0,0.0,40.0,38,0
21.0,3,65225.0,15,10.0,4,0,1,4,0,0.0,0.0,30.0,38,0
58.0,6,136982.0,11,9.0,3,7,1,2,0,0.0,0.0,40.0,15,0
45.0,6,271962.0,9,13.0,0,10,1,4,0,0.0,0.0,40.0,38,0
40.0,3,204046.0,0,6.0,0,13,1,4,1,0.0,0.0,40.0,38,0
21.0,3,225823.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
29.0,3,183009.0,9,13.0,4,9,1,3,0,0.0,1590.0,40.0,38,0
50.0,3,121038.0,8,11.0,2,7,0,2,0,0.0,0.0,40.0,38,0
26.0,3,49092.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
23.0,3,148709.0,11,9.0,5,5,1,4,0,0.0,0.0,40.0,38,0
27.0,3,209205.0,9,13.0,4,12,1,4,1,0.0,0.0,40.0,38,0
36.0,1,285865.0,9,13.0,4,0,1,2,0,0.0,0.0,40.0,38,0
22.0,0,216129.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
37.0,0,40955.0,15,10.0,4,7,1,4,1,0.0,0.0,40.0,23,0
54.0,3,197189.0,9,13.0,2,13,0,4,1,0.0,0.0,40.0,38,0
36.0,3,33001.0,11,9.0,0,4,1,4,1,0.0,0.0,50.0,38,0
44.0,3,227399.0,8,11.0,2,3,0,2,1,0.0,0.0,40.0,38,0
38.0,3,164050.0,15,10.0,2,10,0,2,1,0.0,0.0,40.0,38,1
49.0,3,259087.0,15,10.0,0,2,1,4,0,0.0,0.0,40.0,38,0
18.0,3,236262.0,1,7.0,4,5,1,4,1,0.0,0.0,12.0,38,0
